,wt,fiber,half,1pok-fiber2,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n1pok-fiber2,ywt,yfiber,yhalf,y1pok-fiber2,rwt,rfiber,rhalf,r1pok-fiber2
1,0.645533742331288,0.395503007118644,0.106290691135734,0.247038687734242,1,0,0,1,0,0,0,Chaperone,HSP104,326,295,361,587,418.887079754601,93.1310508474576,43.9000221606648,453.276477001704,803.101714723926,952.811288135593,849.240853185596,853.803601362862
2,-0.137720861173815,0.351133819951338,0.672770142180095,-0.091178376612903,0,1,0,0,0,0,0,Chaperone,HSP78,443,411,422,496,444.28665462754,83.0335206812652,45.2394075829384,441.300165322581,277.340196388262,264.693902676399,258.42282464455,224.428278225806
3,-0.174689956331878,0.29099182454955,0.621744855967078,-0.095370454545455,0,1,0,0,0,0,0,Chaperone,MCX1,458,444,486,440,434.881641921397,80.3811171171171,43.6714218106996,434.413068181818,37.6894126637555,40.8989391891892,38.022878600823,37.1258227272727
4,0.506013136288998,0.506821746953405,0.144678984310618,0.242550550177096,0,0,0,1,0,0,0,DNA-related,RVB1,609,558,631,847,435.585220032841,87.6964892473118,41.2860475435816,544.00465879575,268.097256157635,263.488593189964,264.092133122029,257.127136953955
5,0.527616633793774,0.472670863309353,0.103680721099554,0.286713482075472,0,0,0,1,0,0,0,DNA-related,RVB2,514,556,673,583,424.107577821012,86.9092931654676,42.9186359583952,495.734739279588,208.800340466926,223.704944244604,214.214038632987,209.155051457976
6,-0.204167108753316,-0.050863325791855,0.018239037478109,0.018702573347222,0,0,1,0,0,0,0,Chaperone,CNE1,377,663,571,720,415.729312997348,81.4277616892911,42.61311558669,551.946838888889,14.0636392572944,13.6024901960784,13.1360735551664,12.3873736111111
7,0.299981740134529,0.003289253333333,-0.009523722580645,0.085158597792869,0,0,0,0,0,1,0,Chaperone,TCP1,446,510,434,589,429.292856502242,82.0477862745098,44.0375046082949,443.762962648557,286.397715246637,288.158047058824,271.804806451613,260.847646859083
8,-0.23500463,-0.080261904761905,0.024977675780933,0.00667934,1,0,0,0,0,0,0,Chaperone,CCT2,390,420,493,495,441.901494871795,94.5018880952381,44.5288235294118,481.873991919192,6.57358974358974,13.6210071428571,11.2462231237323,8.68348484848485
9,-0.150520408163265,-0.123559344155844,-0.05269880270575,-0.011288866360856,1,0,0,0,0,0,0,Chaperone,CCT3,490,539,887,654,468.690810204082,93.2896437847866,43.1147463359639,455.70127675841,64.3165693877551,59.1085844155844,60.838206313416,59.9107415902141
10,0.28003125,0.009610294117647,0.007466666666667,0.096723195833333,1,0,0,0,0,0,0,Chaperone,CCT4,160,136,135,144,276.06976875,74.9790147058823,41.3838296296296,304.541972222222,169.5370375,179.677095588235,146.161940740741,156.367263888889
11,0.384368126964286,0.043831272524753,0.020354625596529,0.113353834180139,1,0,0,0,0,0,0,Chaperone,CCT5,560,404,461,433,497.740303571429,87.8989752475247,40.7109804772234,503.885263279446,229.837091071429,237.315212871287,229.246377440347,219.465041570439
12,-0.204542750414938,-0.122070159225092,0.011480467318436,-0.007117557251908,1,0,0,0,0,0,0,Chaperone,CCT6,482,542,358,655,438.984734439834,90.7518763837638,43.3059106145251,461.490479389313,11.039867219917,9.38923800738007,8.76182402234637,12.8714366412214
13,-0.060025586353945,0.433413265306122,0.739093085106383,-0.069714593977695,0,1,0,0,0,0,0,Chaperone,HSP10,469,196,376,538,469.861914712154,98.8704030612245,47.9724414893617,478.906784386617,1218.26706396588,1061.4968622449,1051.2245106383,1049.75328066914
14,0.307620289855072,0.392942928039702,0.016015916666667,0.251771243373494,1,1,0,1,0,0,0,Chaperone,APJ1,345,403,426,664,437.406289855072,87.5230347394541,39.9677159624413,473.120847891566,16.3781855072464,18.2247320099256,12.7675492957746,17.1472635542169
15,0.568318275154004,0.315654537310606,-0.018815982917466,0.25706746031746,1,0,0,1,0,0,0,Chaperone,CAJ1,487,528,521,756,433.943531827515,88.7529450757576,42.8761804222649,453.495448412698,149.147213552361,143.155537878788,137.274788867562,139.384285714286
16,0.361648582657658,0.416598557692308,-0.012811703762663,0.239604144827586,0,0,0,1,0,0,0,RNA-related,CWC23,444,416,691,783,435.494218468468,87.5408509615385,40.5309479015919,533.658245210728,18.4483310810811,22.2666129807692,20.1482069464544,19.6171545338442
17,0.080639912182062,0.135470116637478,0.126798977853492,0.044118690804598,1,0,1,0,0,0,1,Peroxisom-related,DJP1,747,571,587,696,442.147515394913,89.9413239929947,43.1996558773424,476.953610632184,151.815613119143,152.331189141856,141.422860306644,138.497198275862
18,-0.221082095229983,-0.049940714669927,0.007620095703704,-0.07126484969697,0,0,1,0,0,0,0,Folding-related,ERJ5,587,409,675,660,452.500403747871,91.3828117359413,41.4665807407407,443.780731818182,31.2220340715503,34.1577432762836,27.8868977777778,27.8278984848485
19,-0.008372700303951,0.13181981981982,0.090466210962963,0.018165729800499,0,0,1,0,0,0,0,Chaperone,HLJ1,658,777,675,802,433.809837386018,87.6098198198198,42.1714311111111,463.662314214464,38.3308465045593,40.2281879021879,33.7126459259259,37.9473092269327
20,-0.213191070460358,0.178802079618768,0.600549822064057,-0.065693375226586,0,1,0,0,0,0,0,Chaperone,JAC1,782,682,562,662,449.142850383632,84.2876304985337,42.0995782918149,468.087622356495,19.4221291560102,19.9319486803519,18.0001565836299,17.3717447129909
21,-0.19646205272045,-0.059783213133333,0.087034029448584,-0.071704654358162,0,0,1,0,0,0,0,Chaperone,JEM1,533,600,671,631,422.173909943715,88.92215,44.4417153502235,477.576917591125,44.2359512195122,43.0055683333333,46.201347242921,43.8282297939778
22,-0.232551671732523,0.089424823863636,0.453166351606805,-0.05340441858006,0,1,0,0,0,0,0,Chaperone,JID1,658,704,529,662,443.860129179331,84.5847315340909,41.638763705104,492.96646978852,15.6275334346505,13.7780198863636,11.7891550094518,14.4430407854985
23,-0.236417307692308,-0.224260620236337,0.01336193085554,-0.040074363888889,1,1,0,0,0,0,0,Chaperone,JJJ1,520,677,713,648,437.533930769231,88.7386543574594,39.872443197756,455.52749845679,18.2334442307692,18.9644401772526,17.233652173913,18.178174382716
24,0.012630117403315,0.138218309859155,-0.021543270126582,0.104680222631579,1,0,0,1,0,0,0,Chaperone,JJJ2,724,568,395,760,439.572705801105,89.6845704225352,40.5116835443038,492.345373684211,11.3553508287293,11.1110334507042,10.6682658227848,12.5092644736842
25,0.448863945578231,0.342301694915254,0.048658948870057,0.259392857142857,1,0,0,1,0,0,0,Chaperone,JJJ3,294,295,354,476,409.699901360544,93.2094644067797,42.1584971751412,493.45143697479,40.6353673469388,42.9829118644068,41.7641553672316,39.3471050420168
26,-0.172108013937282,0.237680272108844,0.647319796954315,-0.10063086125,0,1,0,0,0,0,0,Chaperone,MDJ1,287,294,394,480,433.665240418118,91.2235544217687,40.609461928934,434.158375,182.464,192.361,165.12807106599,172.613622916667
27,-0.216515447702407,0.037505592841163,0.303181619256017,-0.027782599847095,0,1,0,0,0,0,0,Chaperone,MDJ2,457,447,457,654,432.40433916849,88.5149239373602,39.8360700218818,471.052032110092,12.4891881838074,14.8260536912752,9.79605032822757,11.9561467889908
28,-0.319206310679612,-0.15709886547812,-0.0497561871123,-0.080995610431655,0,0,1,0,0,0,0,Chaperone,SCJ1,412,617,748,834,444.116162621359,87.412056726094,41.2576323529412,511.729623501199,135.432623786408,141.432640194489,126.680772727273,132.303387290168
29,-0.161837533426966,0.064814285714286,0.172884031666667,0.018067632850242,0,1,1,0,0,0,0,Chaperone,SEC63,356,70,180,207,440.345912921348,62.6395285714286,34.7187166666667,435.201256038647,112.646766853933,147.108457142857,134.0528,114.835178743961
30,0.564110169491525,0.622095555555556,0.15869465380117,0.301554193328571,1,0,0,1,0,0,0,Chaperone,SIS1,708,450,855,700,429.747268361582,93.5637,43.6199111111111,495.122014285714,694.628790960452,636.468882222222,667.046643274854,643.980274285714
31,-0.068703098160535,-0.241978217488076,0.028151943181818,-0.073766561136024,1,0,0,0,0,0,0,,SWA2,598,629,1012,669,433.024481605351,87.8538108108108,41.7452717391304,466.33923916293,45.906389632107,43.461799682035,49.2396887351779,44.9885934230194
32,-0.066088158649789,0.46739245890411,0.703346153846154,-0.074207692307692,0,1,0,0,0,0,0,,TIM14,237,146,208,130,316.101835443038,102.719520547945,62.5046490384615,343.201338461538,194.724286919831,205.108239726027,199.838692307692,171.187569230769
33,-0.060431649433052,0.207455686046512,0.590893617021277,0.016709015075377,0,1,0,1,0,0,0,Chaperone,XDJ1,829,387,564,597,446.637487334138,97.4927674418605,41.9244680851064,448.43824120603,30.6198226779252,26.293,25.8794716312057,25.7658726968174
34,0.704521739130435,0.571698608964451,0.142865050715421,0.320390374792244,1,0,0,0,0,0,0,Chaperone,YDJ1,828,647,629,722,425.232737922705,89.9595564142195,46.2714292527822,490.683174515235,1328.12317874396,1281.24958887172,1260.8213227345,1287.18634626039
35,0.004478977722772,-0.241973900455235,0.052017433333333,-0.08870081300813,1,1,0,1,0,0,0,Chaperone,ZUO1,808,659,639,615,437.067655940594,90.7820424886191,44.116510172144,466.386089430894,677.529629950495,655.004638846738,666.432021909233,687.111640650406
36,-0.215287988422576,-0.158470167314286,-0.046519400611621,0.047922358499234,0,1,0,0,0,0,0,Chaperone,HSP60,691,875,654,653,463.362937771346,106.734310857143,42.454370030581,511.374030627871,5.90931693198263,5.642496,5.05782415902141,5.55305819295559
37,-0.300204281730769,-0.145618712275449,-0.008678132678133,-0.103385620915033,0,0,1,0,0,0,0,Chaperone,KAR2,416,334,407,306,415.617524038462,93.7884161676647,44.6135380835381,442.158526143791,1338.83102644231,1428.46165868263,1227.40588452088,1415.66184640523
38,-0.268522517355372,-0.195858064516129,-0.03391789819376,-0.055938464042934,0,0,1,0,0,0,0,Chaperone,LHS1,484,465,609,559,437.077566115702,92.6172387096774,44.0685730706076,496.063923076923,21.0685702479339,20.3272430107527,24.5029195402299,22.9265044722719
39,0.636645438898451,0.455205769230769,0.198138157723577,0.213819333371336,1,0,0,1,1,0,0,Chaperone,SSA1,581,520,492,614,497.011662650602,102.491542307692,53.6026463414634,491.885988599349,3545.78377624785,3586.77999038462,3334.40617886179,3106.96948045603
40,0.615602352941176,0.465387360301508,0.324313720063191,0.187238213399504,1,1,0,0,0,1,0,Chaperone,SSA2,425,398,633,806,391.581472941176,124.360615577889,62.6008104265403,562.715344913151,6704.73701647059,8750.91475628141,7931.02758451817,8656.39336724566
41,0.043530321717172,0.001083014532982,0.003662860278207,0.107926859356137,1,0,0,0,0,0,0,Chaperone,SSA3,396,379,647,497,402.268893939394,93.5077229551451,40.356457496136,495.277513078471,27.8382146464646,23.6650686015831,21.0220788253478,18.2475070422535
