,wt,fiber,half,nothing,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,nnothing,ywt,yfiber,yhalf,ynothing,rwt,rfiber,rhalf,rnothing
1,1129.33802816901,1159.35856573705,1001.01118568233,NA,1,0,0,1,0,0,0,Chaperone,HSP104,497,251,447,NA,187.751340040241,89.4039203187251,29.5467673378076,NA,616.196738430584,600.954151394422,567.697991051454,NA
2,2161.92941176471,2125.1072555205,2287.91725768322,NA,0,1,0,0,0,0,0,Chaperone,HSP78,340,317,423,NA,194.612108823529,93.6973406940063,30.5556903073286,NA,213.237455882353,206.838012618297,221.348200945626,NA
3,335.969194312796,333.209068010076,353.785074626866,NA,0,1,0,0,0,0,0,Chaperone,MCX1,422,397,335,NA,176.834746445498,84.8079269521411,29.0963611940298,NA,36.904308056872,37.0310680100756,39.6988985074627,NA
4,1496.03846153846,1397.75551102204,1555.32575757576,NA,0,0,0,1,0,0,0,DNA-related,RVB1,442,499,396,NA,190.980938914027,85.4826973947896,29.0955555555556,NA,249.975459276018,243.122669338677,262.866315656566,NA
5,928.013015184382,902.979487179487,946.954911433172,NA,0,0,0,1,0,0,0,DNA-related,RVB2,461,585,621,NA,193.227203904555,84.8587435897436,27.3344412238325,NA,191.343657266811,192.378528205128,196.177423510467,NA
6,42.5734126984127,43.5734463276836,43.3910447761194,NA,0,0,1,0,0,0,0,Chaperone,CNE1,504,354,670,NA,187.382345238095,88.1262429378531,27.7040567164179,NA,11.8462876984127,12.583011299435,11.5662343283582,NA
7,521.902934537246,517.883333333333,521.348557692308,NA,0,0,0,0,0,1,0,Chaperone,TCP1,443,420,416,NA,161.412670428894,83.7588833333333,29.3084639423077,NA,259.233494356659,256.097654761905,261.158651442308,NA
8,42.25,43.8357771260997,45.7886178861789,NA,1,0,0,0,0,0,0,Chaperone,CCT2,452,341,492,NA,168.315752212389,87.6265894428152,29.1283008130081,NA,9.06643805309734,9.92970381231672,9.2243069105691,NA
9,121.30543318649,109.514388489209,122.288461538462,NA,1,0,0,0,0,0,0,Chaperone,CCT3,681,834,416,NA,184.914378854626,86.195118705036,30.6836754807692,NA,57.8396960352423,51.4632541966427,58.1183605769231,NA
10,218.210810810811,264.047619047619,265.050847457627,NA,1,0,0,0,0,0,0,Chaperone,CCT4,185,189,118,NA,94.1632594594595,67.9358518518519,34.1636949152542,NA,135.271508108108,163.766042328042,161.416618644068,NA
