,wt,fiber,half,nothing,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,nnothing,ywt,yfiber,yhalf,ynothing,rwt,rfiber,rhalf,rnothing
1,-1.32802124833997E-06,-0.001078880407125,0.010060567010309,NA,1,0,0,1,0,0,0,Chaperone,HSP104,753,393,776,NA,716.566844621514,573.24565394402,138.081239690722,NA,509.686678618858,592.947409669211,581.164787371134,NA
2,0,-0.003305309734513,0.003113513513514,NA,0,1,0,0,0,0,0,Chaperone,HSP78,558,226,555,NA,731.889141577061,498.426318584071,132.717803603604,NA,175.538541218638,213.81532300885,180.446581981982,NA
3,0.001314990512334,0.014653767820774,0.000109090909091,NA,0,1,0,0,0,0,0,Chaperone,MCX1,527,491,715,NA,781.71145540797,536.937293279022,133.231997202797,NA,39.5737552182163,36.712517311609,35.6757398601399,NA
4,0.000789473684211,0.015724727838258,-0.002059888579387,NA,0,0,0,1,0,0,0,DNA-related,RVB1,551,643,718,NA,796.20991107078,542.017200622084,139.059784122563,NA,233.371422867514,256.251387247278,228.746470752089,NA
5,0.001052459016393,0.005192164179104,0.004922844175492,NA,0,0,0,1,0,0,0,DNA-related,RVB2,610,536,661,NA,789.712998360656,528.149929104478,136.650798789713,NA,183.095109836066,192.701755597015,184.581810892587,NA
6,0,0.020249537892791,-0.001159793814433,NA,0,0,1,0,0,0,0,Chaperone,CNE1,431,541,776,NA,794.841245939675,507.572948243993,133.065317010309,NA,13.2109512761021,13.8547541589649,13.9006030927835,NA
7,0.001384251968504,0.008258297258297,0.001744217687075,NA,0,0,0,0,0,1,0,Chaperone,TCP1,635,693,735,NA,823.335559055118,489.146425685426,135.319570068027,NA,247.388692913386,260.095112554113,232.090152380952,NA
8,0.000372299872935,0.016180250783699,0.002645833333333,NA,1,0,0,0,0,0,0,Chaperone,CCT2,787,638,672,NA,834.400369758577,660.916725705329,124.995894345238,NA,11.4729618805591,12.5517978056426,17.1969166666667,NA
9,0.000549418604651,0.014639790575916,0.000587096774194,NA,1,0,0,0,0,0,0,Chaperone,CCT3,1032,955,465,NA,818.940944767442,634.176367539267,138.036322580645,NA,56.7609263565891,55.5632031413613,58.3672064516129,NA
10,-0.001558282208589,0.01039603960396,0.004117346938776,NA,1,0,0,0,0,0,0,Chaperone,CCT4,163,202,196,NA,539.143588957055,277.038574257426,96.5038010204082,NA,151.675840490798,153.128400990099,148.577571428571,NA
11,0.000812585499316,0.011427792915531,-0.000527559055118,NA,1,0,0,0,0,0,0,Chaperone,CCT5,731,367,635,NA,900.863534883721,456.036095367847,134.247861417323,NA,218.233777017784,212.479027247956,208.451481889764,NA
12,0.000549277266754,0.00955614973262,-0.001231040564374,NA,1,0,0,0,0,0,0,Chaperone,CCT6,761,374,567,NA,800.678771353482,448.010606951872,131.244072310406,NA,10.197038107753,10.6554705882353,8.73295767195767,NA
13,0,-0.006051401869159,-0.000241071428571,NA,0,1,0,0,0,0,0,Chaperone,HSP10,702,214,448,NA,848.046881766382,529.893070093458,137.364868303571,NA,827.576292022792,864.611443925234,631.140839285714,NA
14,0.000214285714286,0.010586705202312,7.01754385964913E-05,NA,1,1,0,1,0,0,0,Chaperone,APJ1,434,346,513,NA,818.633410138249,490.29625433526,147.584703703704,NA,16.6428617511521,19.4914393063584,16.0818986354776,NA
15,0.000461988304094,-0.002177718832891,-2.73109243697478E-05,NA,1,0,0,1,0,0,0,Chaperone,CAJ1,342,377,476,NA,812.487418128655,567.409376657825,145.101220588235,NA,131.900985380117,136.740068965517,119.37431512605,NA
16,0,0.014129921259843,0.002698113207547,NA,0,0,0,1,0,0,0,RNA-related,CWC23,898,508,583,NA,823.048311804009,546.10432480315,137.504869639794,NA,20.7068674832962,25.1130295275591,19.9302469982847,NA
17,0.000372921615202,0.014263624841572,0.002319293478261,NA,1,0,1,0,0,0,1,Peroxisom-related,DJP1,842,789,736,NA,820.977975059382,571.874683143219,121.396048913043,NA,127.156290973872,143.484301647655,132.005122282609,NA
18,-0.001095238095238,0.002489561009174,0.003712589073634,NA,0,0,1,0,0,0,0,Folding-related,ERJ5,567,654,842,NA,809.747054673721,619.027704892966,142.636802850356,NA,25.8599417989418,29.3175810397554,28.7535926365796,NA
19,0,0.004734550895522,0.000846753246753,NA,0,0,1,0,0,0,0,Chaperone,HLJ1,592,670,770,NA,808.143559121622,582.363046268657,138.627692207792,NA,31.7837027027027,36.1364313432836,31.8063987012987,NA
20,-0.000588235294118,0.008098159509202,-0.000259322033898,NA,0,1,0,0,0,0,0,Chaperone,JAC1,663,489,590,NA,833.804245852187,647.041515337423,138.125425423729,NA,19.3339351432881,20.091390593047,16.992020338983,NA
21,0.001285024154589,0.013010101010101,0.00077566539924,NA,0,0,1,0,0,0,0,Chaperone,JEM1,828,594,789,NA,814.19974879227,592.537383838384,135.110357414449,NA,40.0330905797101,41.6444175084175,37.4909100126743,NA
22,-2.52631578947368E-05,0.021304955527319,-6.31741140215717E-05,NA,0,1,0,0,0,0,0,Chaperone,JID1,950,787,649,NA,830.568457894737,601.862256670902,151.551261941448,NA,14.6030863157895,17.5691181702668,11.8973266563945,NA
23,-0.000119144602851,0.012055944055944,-0.000328626444159,NA,1,1,0,0,0,0,0,Chaperone,JJJ1,982,429,779,NA,824.111798370672,519.603543123543,143.480481386393,NA,20.9060824847251,21.2781375291375,19.830676508344,NA
24,0.000384425216316,0.018416331994645,0.000214511041009,NA,1,0,0,1,0,0,0,Chaperone,JJJ2,809,747,634,NA,844.236758961681,564.905230254351,152.642626182965,NA,12.1856143386897,14.4240722891566,12.933,NA
