,wt,fiber,half,nothing,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,nnothing,ywt,yfiber,yhalf,ynothing,rwt,rfiber,rhalf,rnothing
1,0.001958108108108,0,0.009646186440678,NA,1,0,0,1,0,0,0,Chaperone,HSP104,740,335,472,NA,824.344925675676,854.314797014925,77.1638008474576,NA,563.235606756757,602.953343283582,603.012919491525,NA
2,-0.001184486373166,0.001019920318725,-0.004994832200358,NA,0,1,0,0,0,0,0,Chaperone,HSP78,477,502,559,NA,917.432997903564,810.158647410359,81.8094060822898,NA,199.722756813417,193.688892430279,203.212132379249,NA
3,0.000614190687361,0.000965174129353,-0.003105329088639,NA,0,1,0,0,0,0,0,Chaperone,MCX1,451,603,801,NA,880.723538802661,821.259218905473,77.4461323345818,NA,40.5249423503326,39.5229635157546,42.7693258426966,NA
4,0.000681626928471,-0.000285714285714,-0.013667263117284,NA,0,0,0,1,0,0,0,DNA-related,RVB1,713,994,648,NA,909.532373071529,835.096526156942,79.668837962963,NA,254.374652173913,254.451076458753,250.190986111111,NA
5,0.001507343124166,0.00281331987891,-0.01950569483871,NA,0,0,0,1,0,0,0,DNA-related,RVB2,749,991,775,NA,888.255861148198,811.995159434914,79.7364103225806,NA,194.928271028037,198.066645812311,198.569825806452,NA
6,0.000339187705818,0.000888280394304,0.012617391304348,NA,0,0,1,0,0,0,0,Chaperone,CNE1,911,913,690,NA,881.640630076839,841.658579408543,80.8284565217391,NA,14.2193117453348,14.6088795180723,13.8983463768116,NA
7,-0.000380699893955,0,0.016885918003565,NA,0,0,0,0,0,1,0,Chaperone,TCP1,943,906,561,NA,900.392747613998,790.444369757174,83.4050053475936,NA,258.650928950159,248.276972406181,268.939795008913,NA
8,0.000193384223919,-0.000769102990033,0.017681441966206,NA,1,0,0,0,0,0,0,Chaperone,CCT2,786,602,651,NA,896.409659033079,775.996559800664,81.2222980030722,NA,10.0727061068702,13.1110431893688,13.1132626728111,NA
9,-0.000191724137931,-9.53375086986778E-05,0.009526035127479,NA,1,0,0,0,0,0,0,Chaperone,CCT3,725,1437,706,NA,920.101186206897,753.191303409882,78.9594362606232,NA,63.3773186206897,59.5765080027836,62.9503555240793,NA
10,0.002725099601594,0.010447580645161,0.01322652145749,NA,1,0,0,0,0,0,0,Chaperone,CCT4,251,248,247,NA,617.987549800797,541.943947580645,68.8100931174089,NA,145.872075697211,156.467451612903,151.513894736842,NA
11,0.003240657698057,0.002764184397163,0.006065873342175,NA,1,0,0,0,0,0,0,Chaperone,CCT5,669,564,754,NA,892.17043348281,855.087808510638,78.5325185676393,NA,221.90576980568,228.843716312057,235.025149867374,NA
12,-0.000437017994859,0.000392978482446,0.025740998567335,NA,1,0,0,0,0,0,0,Chaperone,CCT6,778,883,698,NA,912.051703084833,853.1328799547,80.4494369627507,NA,12.1537210796915,10.1613306908267,12.9511103151862,NA
13,0.000628260869565,0,0.035494953030303,NA,0,1,0,0,0,0,0,Chaperone,HSP10,460,508,660,NA,958.085865217391,849.215476377953,88.1513727272727,NA,1036.81381956522,1015.65796653543,1036.98139848485,NA
14,0.001230927835052,-0.000160839160839,0.004465517241379,NA,1,1,0,1,0,0,0,Chaperone,APJ1,485,572,580,NA,926.256245360825,841.18819055944,82.7679948275862,NA,18.1536432989691,19.8041031468531,19.6127431034483,NA
15,0.000208849557522,0.000264705882353,0.012403587443946,NA,1,0,0,1,0,0,0,Chaperone,CAJ1,565,782,446,NA,879.232851327434,830.037109974425,78.6881479820628,NA,139.024049557522,140.403530690537,136.075820627803,NA
16,0.000589586523737,-0.000770804911323,-0.021861628131213,NA,0,0,0,1,0,0,0,RNA-related,CWC23,653,733,1006,NA,852.990640122512,814.595559345157,76.9411182902584,NA,23.9916110260337,21.6568281036835,22.1730765407555,NA
17,0.00037247706422,0.001506807866868,0.052764861294584,NA,1,0,1,0,0,0,1,Peroxisom-related,DJP1,545,661,757,NA,837.034082568807,749.475606656581,75.2429141347424,NA,152.954987155963,153.110886535552,147.085607661823,NA
