,wt,fiber,half,1pok-fiber2,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n1pok-fiber2,ywt,yfiber,yhalf,y1pok-fiber2,rwt,rfiber,rhalf,r1pok-fiber2
1,0.000610429447853,0.004332203389831,0.00394459833795,0.042207836456559,1,0,0,1,0,0,0,Chaperone,HSP104,326,295,361,587,425.450306748466,96.411006779661,46.4517340720222,459.087144804089,815.10568404908,966.186461016949,861.929421052632,866.64696592845
2,0,0.000321167883212,0.012625592417062,-0.047105192943548,0,1,0,0,0,0,0,Chaperone,HSP78,331,411,422,496,451.409290030211,86.065097323601,47.6970450236967,447.060235887097,272.733039274924,270.012180048662,263.606886255924,229.72283266129
3,0,-0.001653153153153,0.019751028806584,-0.030172727272727,0,1,0,0,0,0,0,Chaperone,MCX1,458,444,486,440,441.839744541485,83.4352004504505,46.1085534979424,440.071597727273,40.326692139738,43.6683265765766,40.709049382716,39.7579636363636
4,0,0.002650537634409,-0.018071315372425,-0.006777475695461,0,0,0,1,0,0,0,DNA-related,RVB1,609,558,631,683,443.007972085386,90.9035286738351,43.8549144215531,565.95943045388,272.55724137931,267.849987455197,268.462095087163,262.459654465593
5,0,-0.001156474820144,-0.009463595839525,0.022715265866209,0,0,0,1,0,0,0,DNA-related,RVB2,514,556,673,583,431.175461089494,90.0705899280576,45.3943343239227,501.740910806175,213.224562256809,228.282856115108,218.609833580981,213.551903945111
6,0,0.002774647887324,0.009112084063047,-0.013338440416667,0,0,1,0,0,0,0,Chaperone,CNE1,285,568,571,720,428.614498245614,82.8148274647887,44.9970560420315,557.961129166667,17.6346350877193,15.5543309859155,15.5410315236427,14.9165152777778
7,-0.00092600896861,-0.001894117647059,0.000986175115207,0.021099019575552,0,0,0,0,0,1,0,Chaperone,TCP1,446,510,434,589,436.501322869955,85.1468078431373,46.457900921659,449.084227504244,293.561273542601,295.006266666667,278.154868663594,267.176064516129
8,0,0.003409523809524,0.004561866125761,NA,1,0,0,0,0,0,0,Chaperone,CCT2,390,420,493,495,448.708025641026,97.5423761904762,46.9579310344828,487.702147474747,8.33062820512821,15.407269047619,13.0156531440162,10.4916404040404
9,-0.00045306122449,0.002903270686456,-0.002471251409245,0.00966920733945,1,0,0,0,0,0,0,Chaperone,CCT3,490,539,887,654,475.924769387755,96.4463840445269,45.6400890642616,461.078365443425,68.6841469387755,63.4078849721707,65.2600665163472,64.1616177370031
10,0,0.009360294117647,0.010125925925926,0.037597222222222,1,0,0,0,0,0,0,Chaperone,CCT4,160,136,135,144,281.04231875,77.8726617647059,43.8049037037037,309.335125,174.44465,184.649823529412,150.938918518519,161.089402777778
11,0,-0.00034900990099,-0.023698481561822,0.054327944572748,1,0,0,0,0,0,0,Chaperone,CCT5,560,404,461,433,506.019010714286,91.1386683168317,43.1823904555315,509.860445727483,236.148930357143,243.476591584158,235.252431670282,225.559108545035
12,0.000103734439834,0.001760147601476,-0.001832402234637,-0.026839297572519,1,0,0,0,0,0,0,Chaperone,CCT6,482,542,358,655,445.587082987552,93.8444889298893,45.8131536312849,467.695372519084,12.9216556016598,11.1036771217712,10.4371955307263,14.8242351145038
13,0,0.018770408163265,0.103122676595745,-0.034269516728625,0,1,0,0,0,0,0,Chaperone,HSP10,469,196,376,538,476.883447761194,101.851867346939,50.4439707446809,484.776955390335,1233.60707675906,1074.6273622449,1065.98504521277,1064.51202416357
14,0.002086956521739,0.004196029776675,-0.006279342723005,0.005742632612967,1,1,0,1,0,0,0,Chaperone,APJ1,345,403,426,509,444.129791304348,90.6069404466501,42.2880845070423,467.075980353635,18.5534782608696,20.529064516129,14.7583685446009,19.0650628683694
15,0,-0.000149621212121,-0.007295585412668,0.025338624338624,1,0,0,1,0,0,0,Chaperone,CAJ1,487,528,521,756,440.890367556468,91.7877992424242,45.1527024952015,459.429716931217,154.414811088296,148.265335227273,142.037353166987,144.45846957672
16,0,3.60576923076923E-05,0.000748209001447,0.012366645261814,0,0,0,1,0,0,0,RNA-related,CWC23,444,416,691,783,442.684912162162,90.5686826923077,42.9497988422576,539.375689655172,20.7095202702703,24.5216610576923,22.3063140376266,21.7478007662835
17,0,0.004269702276708,-0.004986371379898,0.00665008591954,1,0,1,0,0,0,1,Peroxisom-related,DJP1,747,571,587,696,449.517491298527,93.042765323993,45.5744344122658,482.647862068966,157.104666666667,157.325926444834,146.283049403748,143.304212643678
18,0,0,-0.002877037037037,0.010147989090909,0,0,1,0,0,0,0,Folding-related,ERJ5,587,409,675,660,459.500413969336,94.4258092909536,43.9699407407407,449.259387878788,34.3301550255537,37.2276185819071,30.8939955555556,30.7613181818182
19,0.00090273556231,0.002265122265122,0.000454814814815,0.007108288902743,0,0,1,0,0,0,0,Chaperone,HLJ1,658,777,675,802,440.79211550152,90.7174980694981,44.5546074074074,469.249617206983,41.6977279635258,43.5554864864865,36.8927659259259,41.3082630922693
20,-0.001090792838875,0.004532258064516,0.01211743772242,-0.00476586102719,0,1,0,0,0,0,0,Chaperone,JAC1,782,682,562,662,456.186576726343,87.2298020527859,44.4058291814947,473.41749244713,21.7188120204604,22.2549882697947,20.1198149466192,19.5538927492447
21,0.001615384615385,-0.001991666666667,-0.005128166915052,0.002310618066561,0,0,1,0,0,0,0,Chaperone,JEM1,533,600,671,631,428.621508442777,91.9229666666667,46.7733830104322,482.939901743265,47.5867185741088,46.3870533333333,49.6069165424739,47.208733755943
22,0.000171732522796,0.000669034090909,-0.00062381852552,-0.010296695317221,0,1,0,0,0,0,0,Chaperone,JID1,658,704,529,662,450.526861702128,87.6721008522727,43.8949300567108,498.204906344411,17.7186762917933,15.7347457386364,13.6704782608696,16.5365891238671
23,-0.000105769230769,0.000245199409158,0.00498316970547,0.025147046296296,1,1,0,0,0,0,0,Chaperone,JJJ1,520,677,713,648,444.300315384615,91.7183899556869,42.2431304347826,461.171814814815,20.93355,21.5283870014771,19.8829130434783,20.8329598765432
24,0.000118784530387,-0.001989436619718,-0.008691139240506,0.020043986184211,1,0,0,1,0,0,0,Chaperone,JJJ2,724,568,395,760,446.60104281768,92.7133714788732,42.8937670886076,498.403393421053,13.4890814917127,13.0873556338028,12.6690202531646,14.6080605263158
25,0,0.002650847457627,0.006892655367232,0.004226841176471,1,0,0,1,0,0,0,Chaperone,JJJ3,294,295,354,476,415.691108843537,96.3374881355932,44.4529265536723,499.21312815126,43.5547959183673,46.1374101694915,44.8705734463277,42.3944117647059
26,-0.001296167247387,0.001843537414966,0.024159898477157,-0.043173718958333,0,1,0,0,0,0,0,Chaperone,MDJ1,287,294,394,480,440.060923344948,94.1187176870748,42.8336725888325,439.61161875,186.882024390244,196.881857142857,169.323281725888,176.96234375
27,0,0.000288590604027,0.002266958424508,0.014339860091743,0,1,0,0,0,0,0,Chaperone,MDJ2,457,447,457,654,439.309761487965,91.6086040268456,42.1588446389497,476.766600917431,14.53904595186,16.943129753915,11.8284332603939,14.0295626911315
28,0,0.001599675850891,0.001302327807487,-0.034510510791367,0,0,1,0,0,0,0,Chaperone,SCJ1,412,617,748,834,450.532878640777,90.3259627228525,43.6020748663102,517.706165467626,139.718859223301,145.890648298217,131.198597593583,136.752633093525
