"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",-0.076,-0.0629929962577963,0.0716943005181347,0.0142903225806452,1,0,0,1,0,0,0,"Chaperone","HSP104",1,481,193,31,24.037,677.235172557173,179.41074611399,65.5044193548387,85.194,710.320717255717,672.795388601036,594.001193548387
"2",NA,0.0190704845814978,0.0219928571428571,0.415944444444444,0,1,0,0,0,0,0,"Chaperone","HSP78",NA,227,140,18,NA,658.696114537445,171.746992857143,64.1047222222222,NA,207.183964757709,199.922764285714,244.556888888889
"3",NA,0.0480931462758621,0.0546710526315789,0.419975,0,1,0,0,0,0,0,"Chaperone","MCX1",NA,290,152,40,NA,716.939565517241,168.577368421053,55.730975,NA,38.0215068965517,40.5398552631579,43.19995
"4",NA,-0.043758323989899,-0.19186330625,-0.182654320987654,0,0,0,1,0,0,0,"DNA-related","RVB1",NA,396,144,81,NA,697.384732323232,166.559243055556,52.1560617283951,NA,273.744090909091,266.340625,222.702790123457
"5",NA,-0.0440894941634241,-0.215658415841584,-0.289918367346939,0,0,0,1,0,0,0,"DNA-related","RVB2",NA,257,202,49,NA,729.959451361868,164.264866336634,65.6132857142857,NA,212.533575875486,201.018306930693,196.362204081633
"6",-0.641,0.185342346991404,0.209287822878229,0.00956520246575343,0,0,1,0,0,0,0,"Chaperone","CNE1",1,349,271,73,372.046,706.902667621776,173.656959409594,54.6896164383562,4.447,13.274435530086,15.1908228782288,16.4994383561644
"7",NA,-0.0379664955942029,0.0778571428571429,-0.144333333333333,0,0,0,0,0,1,0,"Chaperone","TCP1",NA,345,98,42,NA,648.159634782609,182.998132653061,59.8100476190476,NA,278.217544927536,288.850448979592,265.253904761905
"8",-0.217,0.182531004736842,0.0362663316582915,-0.081,1,0,0,0,0,0,0,"Chaperone","CCT2",1,190,199,21,2497.825,723.830584210526,176.182487437186,74.4272857142857,22.76,8.73296842105263,12.2400502512563,40.1644285714286
"9",NA,0.12616371954023,0.0600238095238095,0.0083,1,0,0,0,0,0,0,"Chaperone","CCT3",NA,435,168,30,NA,726.847367816092,185.000053571429,79.1946,NA,58.3698712643678,65.5063988095238,83.0658333333333
"10",-0.028,-0.0559874213836478,0.152746268656716,-0.0748387096774194,1,0,0,0,0,0,0,"Chaperone","CCT4",1,159,67,31,113.119,531.647182389937,138.58623880597,53.4220322580645,62.323,164.177691823899,174.505656716418,154.324129032258
"11",0.653,-0.106187050359712,0.0557203389830509,-0.0897777777777778,1,0,0,0,0,0,0,"Chaperone","CCT5",1,278,118,36,451.389,721.714392086331,198.003228813559,57.5704166666667,98.496,245.861190647482,257.763898305085,213.651666666667
"12",-0.028,0.199258754863813,0.0851792452830189,0.0494090909090909,1,0,0,0,0,0,0,"Chaperone","CCT6",2,514,106,22,431.0835,676.402857976654,193.142566037736,74.9598636363636,79.284,9.86413813229572,14.0942264150943,24.3004545454545
"13",NA,-0.0157460317460317,-0.0352962962962963,0.58458627983871,0,1,0,0,0,0,0,"Chaperone","HSP10",NA,252,135,248,NA,687.602944444444,182.831385185185,66.6784314516129,NA,1052.94741269841,941.280940740741,1123.48747580645
"14",NA,0.121118243243243,-0.113418098507463,-0.131972222222222,1,1,0,1,0,0,0,"Chaperone","APJ1",NA,296,134,36,NA,706.90764527027,176.277470149254,56.5429444444444,NA,14.4657027027027,19.675328358209,19.7466666666667
"15",0.049,0.00612744802784223,-0.168190026174497,-0.220473684210526,1,0,0,1,0,0,0,"Chaperone","CAJ1",1,431,149,38,151.612,691.678584686775,180.088308724832,52.8964210526316,28.064,136.331122969838,131.471785234899,118.281421052632
"16",0.296,0.0372639152284264,-0.228576279272727,-0.185622641509434,0,0,0,1,0,0,0,"RNA-related","CWC23",1,394,165,53,12.946,676.252030456853,173.076509090909,50.2456226415094,6.643,20.6741116751269,19.2956363636364,13.1028301886792
"17",NA,0.106674285714286,0.256891666666667,0.02436,1,0,1,0,0,0,1,"Peroxisom-related","DJP1",NA,350,240,50,NA,698.645785714286,164.610016666667,56.10294,NA,162.98204,145.240791666667,139.2352
"18",-0.449,0.162060120958084,0.19472027972028,-0.00890625000000001,0,0,1,0,0,0,0,"Folding-related","ERJ5",1,501,143,32,3571.817,692.150203592814,171.95413986014,51.56128125,68.301,31.9628183632735,25.0616573426573,22.6224375
"19",-0.607,0.175752688172043,0.372144798837209,0.0458518518518518,0,0,1,0,0,0,0,"Chaperone","HLJ1",1,279,172,27,1692.501,680.930541218638,180.807081395349,68.573,97.03,30.653146953405,41.463226744186,57.9193703703704
"20",-0.209,0.136689814814815,0.080992,0.618916666666667,0,1,0,0,0,0,0,"Chaperone","JAC1",1,432,125,12,363.682,712.087143518518,177.960688,62.9621666666667,17.824,16.9981805555556,21.865344,14.3189166666667
"21",NA,0.15247390071048,0.29403588525641,0.0495,0,0,1,0,0,0,0,"Chaperone","JEM1",NA,563,156,22,NA,671.669865008881,177.564948717949,65.2603636363636,NA,40.2750444049734,43.7191602564103,49.9073636363636
"22",NA,0.172342809364548,0.0896370655371901,0.391787878787879,0,1,0,0,0,0,0,"Chaperone","JID1",NA,598,121,33,NA,686.701516722408,194.810958677686,73.9673333333333,NA,13.4462692307692,13.3496115702479,25.9457878787879
"23",-0.541,0.163724665391969,0.275608333333333,0.0358518518518519,1,1,0,0,0,0,0,"Chaperone","JJJ1",1,523,120,27,1204.313,661.326143403442,193.444858333333,57.2261851851852,75.597,19.5579388145315,21.2946666666667,22.528037037037
"24",NA,0.169598821222411,0.421720670391061,-0.216666666666667,1,0,0,1,0,0,0,"Chaperone","JJJ2",NA,589,179,18,NA,679.532809847199,187.590519553073,55.6217777777778,NA,11.8420865874363,14.1719106145251,7.96977777777778
"25",NA,0.0777034485507246,-0.0951875,-0.04625,1,0,0,1,0,0,0,"Chaperone","JJJ3",NA,276,192,60,NA,686.018518115942,169.511890625,44.3872,NA,45.2647210144928,46.795515625,37.6086166666667
"26",0.077,-0.00515130751173709,0.016413612565445,0.520358208955224,0,1,0,0,0,0,0,"Chaperone","MDJ1",1,213,191,67,2.792,697.213563380282,172.053554973822,52.447,1.322,171.393633802817,168.721680628272,162.242
"27",NA,0.205308681672026,0.118584615384615,0.274945652173913,0,1,0,0,0,0,0,"Chaperone","MDJ2",NA,311,130,92,NA,666.748254019293,165.3588,48.7317065217391,NA,9.69910289389068,10.5787538461538,11.2405326086957
"28",0.202,0.132615157692308,0.167248803827751,0.0306986301369863,0,0,1,0,0,0,0,"Chaperone","SCJ1",1,429,209,73,2845.244,699.868543123543,164.814244019139,52.1990136986301,308.67,144.229836829837,127.280779904306,118.372410958904
"29",NA,0.129954248366013,0.00741463414634147,0.134777777777778,0,1,1,0,0,0,0,"Chaperone","SEC63",NA,153,41,9,NA,806.105836601307,305.685829268293,63.0682222222222,NA,118.674875816993,108.558146341463,101.781888888889
"30",NA,-0.0455737175983437,-0.198852713178295,-0.181125,1,0,0,1,0,0,0,"Chaperone","SIS1",NA,483,258,24,NA,673.059672877847,197.789581395349,51.684125,NA,615.996004140787,651.984821705426,457.293333333333
"31",NA,0.10678218220339,0.22571359223301,0.104647058823529,1,0,0,0,0,0,0,"","SWA2",NA,354,206,34,NA,690.65618079096,172.369883495146,62.2238235294118,NA,39.988884180791,44.4336941747573,44.8690882352941
"32",NA,0.0250984925287356,-0.103,0.617062992125984,0,1,0,0,0,0,0,"","TIM14",NA,174,10,127,NA,640.162155172414,217.7586,73.2607637795276,NA,200.760850574713,146.8329,262.084149606299
"33",-0.077,0.127288053806647,-0.0119357142857143,0.502703703703704,0,1,0,1,0,0,0,"Chaperone","XDJ1",2,331,140,27,960.9785,688.715317220544,185.525878571429,64.9344074074074,73.6385,25.4242386706949,27.2722857142857,38.4552962962963
"34",0.5925,-0.089544794188862,-0.212514285714286,-0.405166666666667,1,0,0,0,0,0,0,"Chaperone","YDJ1",2,413,175,18,354.711,698.945641646489,196.84176,71.9443333333333,859.52,1298.02998062954,1346.55371428571,1229.60716666667
"35",0.371,-0.0648211531468531,0.182042553191489,0.0153529411764706,1,1,0,1,0,0,0,"Chaperone","ZUO1",1,429,188,17,1634.115,656.808627039627,178.57545212766,65.1999411764706,1239.462,714.972778554779,727.984808510638,676.434294117647
"36",0.229,0.232259611831832,0.0908142857142857,0.0230857142857143,0,1,0,0,0,0,0,"Chaperone","HSP60",1,666,140,35,1510.375,708.144111111111,225.295121428571,75.7332,21.021,6.13551051051051,5.16325714285714,12.7872
"37",NA,0.101810397553517,0.210554744525547,-0.123684210526316,0,0,1,0,0,0,0,"Chaperone","KAR2",NA,327,137,19,NA,684.116483180428,172.765145985401,46.6686842105263,NA,1360.64679816514,1090.23113868613,823.986631578947
"38",NA,0.159013015184382,0.131668776,0.0302413793103448,0,0,1,0,0,0,0,"Chaperone","LHS1",NA,461,125,58,NA,711.869715835141,173.881592,60.5614655172414,NA,21.978262472885,21.647384,29.4482931034483
"39",NA,-0.0823553530751708,0.106521739130435,-0.0688709677419355,1,0,0,1,1,0,0,"Chaperone","SSA1",NA,439,138,31,NA,699.604273348519,183.134101449275,59.691,NA,2695.70828246014,2697.2477826087,2157.77725806452
"40",NA,-0.0838399014778325,0.212236559139785,0.0281818181818182,1,1,0,0,0,1,0,"Chaperone","SSA2",NA,406,186,44,NA,734.829756157635,210.44802688172,51.4095909090909,NA,8959.30246551724,7897.38117204301,6583.0475
"41",0.207666666666667,0.224445623342175,0.0423095739726027,0.06128125,1,0,0,0,0,0,0,"Chaperone","SSA3",3,377,219,64,540.263333333333,697.47025464191,171.894420091324,40.98759375,71.4396666666667,20.968925729443,24.5869406392694,16.462875
