,wt,fiber,half,3n75 wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n3n75 wt,ywt,yfiber,yhalf,y3n75 wt,rwt,rfiber,rhalf,r3n75 wt
1,0,0.003139880952381,NA,0.000982195845697,1,0,0,1,0,0,0,Chaperone,HSP104,737,336,NA,674,454.849489823609,79.352494047619,NA,2371.63722403561,572.656261872456,601.369696428571,NA,600.232747774481
2,0,0.004650817236256,0.274194736842105,0.001441368078176,0,1,0,0,0,0,0,Chaperone,HSP78,602,673,570,614,511.463141196013,73.8358543833581,30.5630473684211,2350.91228013029,189.650272425249,189.051028231798,192.923733333333,190.373258957655
3,0.002414798206278,0.010605681818182,0.22404152637486,0.000458812260536,0,1,0,0,0,0,0,Chaperone,MCX1,446,880,891,1044,491.418147982063,75.774475,30.7051919191919,2339.22857183908,39.0798677130045,39.3930715909091,38.8393512906846,42.0158438697318
4,0,0.011201290562613,-0.003554651162791,0.003987412587413,0,0,0,1,0,0,0,DNA-related,RVB1,737,551,860,715,501.834563093623,75.9729274047187,29.2886174418605,2275.89331328671,247.190640434193,249.920482758621,247.125981395349,246.916620979021
5,0.000133540372671,0.011676904176904,0.006052123552124,0.005453453453453,0,0,0,1,0,0,0,DNA-related,RVB2,644,814,518,999,486.169315217391,74.2988390663391,28.2464420849421,2338.8097037037,188.501610248447,191.403867321867,190.338409266409,198.009588588589
6,0,0.003903743315508,-0.008622314685315,7.60233918128655E-05,0,0,1,0,0,0,0,Chaperone,CNE1,717,748,858,684,492.04659553696,73.8988930481283,30.0625104895105,2390.63836549708,13.7490669456067,12.4664639037433,14.375358974359,17.4093581871345
7,0,-0.002669135802469,0.032586987274775,-0.0001,0,0,0,0,0,1,0,Chaperone,TCP1,534,810,888,790,487.789024344569,74.4167518518519,31.1808051801802,2324.34843544304,244.380724719101,255.682969135802,240.045272522523,243.258105063291
8,0,0.01126762553916,0.017555713235294,0,1,0,0,0,0,0,0,Chaperone,CCT2,781,881,680,508,504.845588988476,75.8102485811578,29.8491455882353,2421.81283267717,9.49482842509603,13.4879886492622,11.0856147058824,13.7241318897638
9,0,0.003608355091384,-0.098766587677725,0,1,0,0,0,0,0,0,Chaperone,CCT3,783,766,844,480,497.310154533844,69.1561736292428,28.519481042654,2308.01313125,61.0005925925926,55.0613798955614,55.4296883886256,57.36289375
10,0.002994623655914,0.008647577092511,0.041371681415929,0,1,0,0,0,0,0,0,Chaperone,CCT4,186,227,226,195,333.748456989247,61.2367665198238,36.842889380531,1599.28970769231,133.112580645161,150.987281938326,153.534190265487,143.441630769231
