,wt,fiber,half,nothing,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,nnothing,ywt,yfiber,yhalf,ynothing,rwt,rfiber,rhalf,rnothing
1,0.069909090909091,0.027862068965517,-0.029875690607735,NA,1,0,0,1,0,0,0,Chaperone,HSP104,11,29,362,NA,198.362090909091,127.673724137931,30.9115828729282,NA,788.406727272727,623.629655172414,561.181878453039,NA
2,-0.0176,0.023159090909091,0.132057851239669,NA,0,1,0,0,0,0,0,Chaperone,HSP78,10,44,363,NA,261.895,114.800386363636,30.9869338842975,NA,297.1021,239.010022727273,230.322008264463,NA
3,-0.045636363636364,-0.018714285714286,0.093507246376812,NA,0,1,0,0,0,0,0,Chaperone,MCX1,11,63,276,NA,255.441181818182,103.183,29.5366014492754,NA,70.4941818181818,42.5422380952381,41.5341231884058,NA
4,-0.12375,-0.011315789473684,-0.021479365079365,NA,0,0,0,1,0,0,0,DNA-related,RVB1,8,76,315,NA,246.710375,103.205921052632,29.2456285714286,NA,286.5125,256.638131578947,253.767168253968,NA
5,0.051307692307692,0.000959459459459,-0.027768577494692,NA,0,0,0,1,0,0,0,DNA-related,RVB2,13,74,471,NA,301.256461538462,109.695743243243,28.6932802547771,NA,188.262615384615,204.273743243243,198.791760084926,NA
6,-0.027571428571429,-0.018933333333333,-0.008828413284133,NA,0,0,1,0,0,0,0,Chaperone,CNE1,7,45,542,NA,214.049857142857,106.211155555556,28.2629114391144,NA,30.5071428571429,15.2193777777778,12.3411789667897,NA
7,0.007,-0.000225352112676,-0.043132690415336,NA,0,0,0,0,0,1,0,Chaperone,TCP1,10,71,313,NA,207.6986,102.217957746479,29.7353482428115,NA,350.1237,265.901197183099,261.736268370607,NA
8,0.030833333333333,0.002680412371134,-0.016049305263158,NA,1,0,0,0,0,0,0,Chaperone,CCT2,12,97,399,NA,212.429916666667,103.878402061856,29.3371578947368,NA,42.2476666666667,13.5940412371134,9.08265914786968,NA
9,0.063428571428571,0.007445161290323,-0.001193131594203,NA,1,0,0,0,0,0,0,Chaperone,CCT3,14,155,345,NA,243.310642857143,102.012529032258,29.4368869565217,NA,69.2882857142857,55.3694451612903,58.0720028985507,NA
10,0.0444,-0.012285714285714,0.010390804597701,NA,1,0,0,0,0,0,0,Chaperone,CCT4,5,42,87,NA,90.3074,66.4162619047619,32.7744712643678,NA,162.8718,157.271452380952,150.901977011494,NA
11,-0.008307692307692,-0.001122807017544,-0.035225080385852,NA,1,0,0,0,0,0,0,Chaperone,CCT5,13,114,311,NA,247.992769230769,109.178035087719,28.9098681672026,NA,269.853615384615,239.461236842105,228.262868167203,NA
12,-0.028941176470588,0.005074074074074,0.012223188405797,NA,1,0,0,0,0,0,0,Chaperone,CCT6,17,108,345,NA,220.554529411765,104.694259259259,29.7449391304348,NA,25.5895294117647,11.2988796296296,9.07855652173913,NA
13,0,-0.017354166666667,0.172416173953488,NA,0,1,0,0,0,0,0,Chaperone,HSP10,14,48,645,NA,237.813214285714,105.301541666667,34.2603426356589,NA,1301.31592857143,1279.07479166667,1098.13057829457,NA
14,-0.047777777777778,-0.026671232876712,-0.002547904191617,NA,1,1,0,1,0,0,0,Chaperone,APJ1,9,73,334,NA,230.332555555556,98.7541917808219,27.6844281437126,NA,32.3847777777778,25.2062054794521,15.0116526946108,NA
15,-0.048111111111111,-0.01802380952381,-0.047254761904762,NA,1,0,0,1,0,0,0,Chaperone,CAJ1,9,42,420,NA,241.838888888889,114.74969047619,27.1814642857143,NA,158.395444444444,131.882523809524,126.127380952381,NA
16,0.046714285714286,0.002513157894737,-0.022051330798479,NA,0,0,0,1,0,0,0,RNA-related,CWC23,7,76,526,NA,156.465714285714,104.513723684211,26.8695171102662,NA,72.6222857142857,23.3646578947368,19.5220323193916,NA
17,-0.035409090909091,0.029571428571429,-0.009807250219298,NA,1,0,1,0,0,0,1,Peroxisom-related,DJP1,22,126,456,NA,240.778227272727,107.207325396825,29.1597675438596,NA,204.172818181818,154.929214285714,144.664149122807,NA
18,0.109125,0.026494252873563,-0.027740585774059,NA,0,0,1,0,0,0,0,Folding-related,ERJ5,8,87,478,NA,259.250375,112.40232183908,29.0160188284519,NA,62.788625,36.0689770114943,27.7880836820084,NA
19,0.035909090909091,0.028060975609756,-0.008717082808717,NA,0,0,1,0,0,0,0,Chaperone,HLJ1,11,82,413,NA,180.274818181818,101.806073170732,29.2783147699758,NA,60.6266363636364,38.0382317073171,32.3267409200969,NA
20,-0.033777777777778,0.030197530864198,0.09728148,NA,0,1,0,0,0,0,0,Chaperone,JAC1,9,81,370,NA,255.449555555556,110.555580246914,28.0214810810811,NA,47.1236666666667,21.6506296296296,20.1931108108108,NA
21,0.064545454545455,-0.004610892647059,-0.026192380952381,NA,0,0,1,0,0,0,0,Chaperone,JEM1,11,68,525,NA,272.826,118.752,28.7351961904762,NA,81.8735454545455,45.8419264705882,41.5715428571429,NA
22,0.013409090909091,-0.020867924528302,0.076967461876248,NA,0,1,0,0,0,0,0,Chaperone,JID1,22,106,501,NA,239.327409090909,105.472367924528,28.4560698602794,NA,40.5040909090909,27.9892264150943,12.586620758483,NA
23,0.111090909090909,0.011464285714286,-0.010558659217877,NA,1,1,0,0,0,0,0,Chaperone,JJJ1,11,56,537,NA,187.807272727273,115.345714285714,27.9440726256983,NA,69.2379090909091,33.5080535714286,18.3727132216015,NA
24,-0.028142857142857,0.023722891566265,-0.013368600684932,NA,1,0,0,1,0,0,0,Chaperone,JJJ2,7,83,438,NA,262.614142857143,97.1810481927711,29.1478835616438,NA,53.7591428571429,12.4340963855422,12.3179474885845,NA
25,-0.01025,0.058055555555556,-0.028381749740933,NA,1,0,0,1,0,0,0,Chaperone,JJJ3,16,36,386,NA,275.0884375,109.960555555556,27.2620051813471,NA,73.6318125,45.3975555555556,40.6324119170984,NA
26,0,0.014545454545455,0.157830188679245,NA,0,1,0,0,0,0,0,Chaperone,MDJ1,5,55,424,NA,263.3344,94.8283272727273,29.604983490566,NA,245.7798,209.838927272727,195.972533018868,NA
27,0.031083333333333,-0.017440677966102,0.075667701863354,NA,0,1,0,0,0,0,0,Chaperone,MDJ2,12,59,322,NA,257.679083333333,95.9733559322034,26.8991552795031,NA,56.5334166666667,21.1736440677966,11.4053229813665,NA
28,0.033333333333333,0.011951612903226,-0.011878787878788,NA,0,0,1,0,0,0,0,Chaperone,SCJ1,12,62,561,NA,243.96675,108.764048387097,26.1500392156863,NA,193.270916666667,139.2305,130.381256684492,NA
29,0,-0.0135,-0.028667206842105,NA,0,1,1,0,0,0,0,Chaperone,SEC63,7,6,190,NA,213.885,107.897333333333,26.2035789473684,NA,111.077571428571,106.9865,117.834163157895,NA
30,0.036925925925926,0.005788079470199,-0.045913122788204,NA,1,0,0,1,0,0,0,Chaperone,SIS1,27,151,373,NA,305.904518518519,111.295337748344,30.4429249329759,NA,906.644,698.607847682119,593.591747989276,NA
31,0.014222222222222,0.011894117647059,0.003628714330709,NA,1,0,0,0,0,0,0,,SWA2,9,85,635,NA,310.766777777778,100.8228,27.5173543307087,NA,86.338,55.6529176470588,41.9407165354331,NA
32,-0.045,0.048666666666667,0.12055033557047,NA,0,1,0,0,0,0,0,,TIM14,6,45,149,NA,201.098,94.8834444444445,42.2744362416107,NA,214.7715,280.125022222222,206.205805369128,NA
33,0.020909090909091,0.003414634146341,0.089146684802432,NA,0,1,0,1,0,0,0,Chaperone,XDJ1,11,82,329,NA,241.047909090909,103.73706097561,26.7485592705167,NA,71.4432727272727,33.5428170731707,25.1900729483283,NA
