"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",-0.00106798866855524,0,0.00479716981132075,0.00373788150807899,1,0,0,1,0,0,0,"Chaperone","HSP104",353,274,424,557,846.149218130312,596.176846715328,167.380535377358,42.1354811490126,637.321912181303,676.890204379562,700.304884433962,736.49628545781
"2",0,0.00295031055900621,-0.001264,0.0470540540540541,0,1,0,0,0,0,0,"Chaperone","HSP78",663,322,625,370,936.276553544495,623.250922360248,163.5312576,37.7958108108108,237.31150678733,248.734322981366,233.564056,239.249467567568
"3",0,0.00224067164179104,-0.017398223553719,0.0490793157076205,0,1,0,0,0,0,0,"Chaperone","MCX1",409,536,484,643,957.644232273839,598.713768656716,153.884847107438,38.7092612752722,42.4458948655257,44.8653432835821,43.9000475206612,44.8007449455677
"4",-0.000792668957617411,-0.00164992826398852,-0.0227337770382696,-0.0067949080622348,0,0,0,1,0,0,0,"DNA-related","RVB1",873,697,601,707,956.934993127148,616.471493543759,165.512256239601,38.0308175388967,283.824633447881,283.933030129125,273.354143094842,272.405618104668
"5",0.000395430579964851,-0.000733560090702948,-0.0189790026246719,-0.0106132264529058,0,0,0,1,0,0,0,"DNA-related","RVB2",569,882,762,499,953.570173989455,593.209887755102,156.498717847769,38.6332665330661,219.706355008787,228.856937641723,222.97988976378,218.477406813627
"6",0,-0.000337770382695507,0.0207242647058824,-0.0016969696969697,0,0,1,0,0,0,0,"Chaperone","CNE1",459,601,544,660,954.54317211329,591.890376039933,173.104628676471,38.7848651515151,14.6120980392157,14.6039617304493,15.1498492647059,15.3226651515152
"7",0,-0.000508637236084453,-0.000617987450980392,-0.00614253393665158,0,0,0,0,0,1,0,"Chaperone","TCP1",492,521,510,442,946.446703252033,527.307547024952,159.30312745098,39.7563212669683,292.828831300813,290.955422264875,315.272611764706,302.84436199095
"8",0,0.00264146341463415,0.00237899543378995,0.002941431670282,1,0,0,0,0,0,0,"Chaperone","CCT2",663,410,438,461,959.863933634992,600.428117073171,172.965219178082,41.0933253796095,8.81871191553545,13.4253951219512,12.7664794520548,12.5563796095445
"9",0,0.000494969818913481,0.00625192307692308,-0.0134820612280702,1,0,0,0,0,0,0,"Chaperone","CCT3",607,994,520,570,1008.82320098847,638.718477867203,186.300438461538,38.5019298245614,67.3407512355848,62.2017877263581,65.1479,62.803401754386
"10",0,0.0103581081081081,0.0074408109375,-0.00574691358024691,1,0,0,0,0,0,0,"Chaperone","CCT4",142,148,128,162,691.843190140845,418.632837837838,112.3630390625,40.4829074074074,168.404873239437,177.008574324324,181.524453125,181.290654320988
"11",0.00100686106346484,-0.00179778830963665,-0.00129177718832891,-0.0023423718579235,1,0,0,0,0,0,0,"Chaperone","CCT5",583,633,377,549,1033.19424528302,691.523011058452,199.288485411141,39.031102003643,246.715799313894,267.024709320695,258.629679045093,262.559302367942
