,wt,fiber,half,3n75 fiber,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n3n75 fiber,ywt,yfiber,yhalf,y3n75 fiber,rwt,rfiber,rhalf,r3n75 fiber
1,0.916345018450184,0.8873995215311,0.906387966804979,0.988219512195122,1,0,0,1,0,0,0,Chaperone,HSP104,1084,836,964,779,90.6309409594096,71.2684437799043,47.5148526970954,1913.69211168164,600.577841328413,627.046857655502,601.099225103734,545.282747111682
2,0.954994729907773,0.933764851485149,0.955863276836158,0.983442771084337,0,1,0,0,0,0,0,Chaperone,HSP78,759,808,885,664,97.9798629776021,69.4615705445545,46.9011694915254,1935.18377710843,189.23207773386,194.746764851485,196.054378531073,181.304230421687
3,0.949132328308208,0.929190152801358,0.948579326923077,0.986498673740053,0,1,0,0,0,0,0,Chaperone,MCX1,597,1178,832,754,94.7343182579564,68.8569915110357,44.5090060096154,1893.88974005305,34.8721809045226,37.5742580645161,37.2243509615385,39.5113819628647
4,0.91548439181916,0.873230176211454,0.87516862745098,0.989931274900398,0,0,0,1,0,0,0,DNA-related,RVB1,929,908,765,1004,99.3489892357373,71.3882202643172,44.5203790849673,1987.05451095618,255.515534983854,261.320272026432,240.349925490196,249.999419322709
5,0.919096928982726,0.872648190045249,0.873237735849057,0.990580979284369,0,0,0,1,0,0,0,DNA-related,RVB2,1042,884,795,1062,98.4861103646833,70.1122511312217,45.1157358490566,2027.6665094162,190.840851247601,193.974078054299,190.257333333333,192.112422787194
6,0.922846060606061,0.896106157112527,0.91199245852187,0.987347643097643,0,0,1,0,0,0,0,Chaperone,CNE1,825,942,663,1188,99.2709575757576,71.078406581741,45.3470693815988,2047.87198484848,10.4658242424242,11.4650488322718,10.4530377073906,13.6122676767677
7,0.92644578313253,0.894395833333333,0.920461368653422,0.987697547683924,0,0,0,0,0,1,0,Chaperone,TCP1,664,912,906,734,99.5981792168675,71.2476765350877,46.870206401766,1978.76001226158,238.026149096386,241.897804824561,243.763897350993,242.940625340599
8,0.92061004784689,0.885553719008265,0.908994838709677,0.987285714285714,1,0,0,0,0,0,0,Chaperone,CCT2,836,605,775,805,97.0602476076555,64.6413834710744,44.4383496774194,1948.60108944099,7.16929545454545,9.66395041322314,10.2194296774194,10.8900919254658
9,0.919520874751491,0.889991054313099,0.91778674351585,0.986323684210526,1,0,0,0,0,0,0,Chaperone,CCT3,1006,1565,694,760,86.9877017892644,64.1526741214058,42.8794265129683,1793.46890131579,56.0334274353877,54.5503341853035,55.1588515850144,53.8298973684211
10,0.920956349206349,0.894309904153355,0.91465234375,0.983634868421053,1,0,0,0,0,0,0,Chaperone,CCT4,252,313,256,304,76.0996984126984,57.7627380191693,42.08255859375,1387.24902960526,135.738861111111,135.302428115016,132.94741015625,147.899338815789
11,0.924348925410872,0.889440702781845,0.913085209003215,0.986852908891328,1,0,0,0,0,0,0,Chaperone,CCT5,791,683,622,911,92.2302970922882,61.9201698389458,37.9185064308682,1824.54554226125,207.877968394437,196.411563689605,199.468331189711,205.200498353458
12,0.920680187207488,0.891498302207131,0.915155319148936,0.987029106029106,1,0,0,0,0,0,0,Chaperone,CCT6,641,1178,470,481,95.9902589703588,65.8579108658744,44.7900425531915,1963.64487941788,9.14277379095164,7.2067376910017,8.38188085106383,9.38327442827443
13,0.964919123841617,0.954907024793388,0.957345384615385,0.984016129032258,0,1,0,0,0,0,0,Chaperone,HSP10,1187,968,1300,806,97.7434035383319,73.7346074380165,50.1902592307692,1989.2882133995,989.912822240944,1014.26683367769,1011.92471076923,986.246677419355
14,0.917129032258065,0.878979654120041,0.893782467532467,0.989259475218659,1,1,0,1,0,0,0,Chaperone,APJ1,527,983,924,1029,93.0137210626186,67.4172594099695,45.4986439393939,2010.02069387755,12.7700132827324,12.1313316378433,14.8092012987013,15.6897482993197
15,0.92447619047619,0.890096153846154,0.910329153605016,0.98798046875,1,0,0,1,0,0,0,Chaperone,CAJ1,546,676,638,768,99.1917600732601,70.4492307692308,44.1359984326019,2008.67581640625,130.332902930403,131.739849112426,127.936355799373,132.987596354167
