,wt,fiber,half,3n75 fiber,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n3n75 fiber,ywt,yfiber,yhalf,y3n75 fiber,rwt,rfiber,rhalf,r3n75 fiber
1,0.979060885608856,0.971344497607656,0.957367219917012,0.992668806161746,1,0,0,1,0,0,0,Chaperone,HSP104,1084,836,964,779,90.6309409594096,71.2684437799043,47.5148526970954,1913.69211168164,600.577841328413,627.046857655502,601.099225103734,545.282747111682
2,0.771616600790514,0.752188118811881,0.867699435028249,0.73982078313253,0,1,0,0,0,0,0,Chaperone,HSP78,759,808,885,664,97.9798629776021,69.4615705445545,46.9011694915254,1935.18377710843,189.23207773386,194.746764851485,196.054378531073,181.304230421687
3,0.774249581239531,0.775005942275042,0.874265625,0.826968169761273,0,1,0,0,0,0,0,Chaperone,MCX1,597,1178,832,754,94.7343182579564,68.8569915110357,44.5090060096154,1893.88974005305,34.8721809045226,37.5742580645161,37.2243509615385,39.5113819628647
4,0.824199138858988,0.73986013215859,0.688955555555556,0.897328685258964,0,0,0,1,0,0,0,DNA-related,RVB1,929,908,765,1004,99.3489892357373,71.3882202643172,44.5203790849673,1987.05451095618,255.515534983854,261.320272026432,240.349925490196,249.999419322709
5,0.902842610364683,0.781779411764706,0.769830188679245,0.918504708097928,0,0,0,1,0,0,0,DNA-related,RVB2,1042,884,795,1062,98.4861103646833,70.1122511312217,45.1157358490566,2027.6665094162,190.840851247601,193.974078054299,190.257333333333,192.112422787194
6,0.857918787878788,0.862393842887473,0.851730015082956,0.924600168350168,0,0,1,0,0,0,0,Chaperone,CNE1,825,942,663,1188,99.2709575757576,71.078406581741,45.3470693815988,2047.87198484848,10.4658242424242,11.4650488322718,10.4530377073906,13.6122676767677
7,0.97696234939759,0.975634868421053,0.957176600441501,0.98933514986376,0,0,0,0,0,1,0,Chaperone,TCP1,664,912,906,734,99.5981792168675,71.2476765350877,46.870206401766,1978.76001226158,238.026149096386,241.897804824561,243.763897350993,242.940625340599
8,0.819046650717703,0.842335537190083,0.812708387096774,0.925565217391304,1,0,0,0,0,0,0,Chaperone,CCT2,836,605,775,805,97.0602476076555,64.6413834710744,44.4383496774194,1948.60108944099,7.16929545454545,9.66395041322314,10.2194296774194,10.8900919254658
9,0.971158051689861,0.970092651757189,0.949077809798271,0.991925,1,0,0,0,0,0,0,Chaperone,CCT3,1006,1565,694,760,86.9877017892644,64.1526741214058,42.8794265129683,1793.46890131579,56.0334274353877,54.5503341853035,55.1588515850144,53.8298973684211
10,0.967130952380952,0.970747603833866,0.95055078125,0.983134868421053,1,0,0,0,0,0,0,Chaperone,CCT4,252,313,256,304,76.0996984126984,57.7627380191693,42.08255859375,1387.24902960526,135.738861111111,135.302428115016,132.94741015625,147.899338815789
11,0.978370417193426,0.973263543191801,0.954935691318328,0.987357848518112,1,0,0,0,0,0,0,Chaperone,CCT5,791,683,622,911,92.2302970922882,61.9201698389458,37.9185064308682,1824.54554226125,207.877968394437,196.411563689605,199.468331189711,205.200498353458
12,0.828154446177847,0.813189303904924,0.804436170212766,0.915686070686071,1,0,0,0,0,0,0,Chaperone,CCT6,641,1178,470,481,95.9902589703588,65.8579108658744,44.7900425531915,1963.64487941788,9.14277379095164,7.2067376910017,8.38188085106383,9.38327442827443
13,0.843878685762426,0.843318181818182,0.88621,0.805755583126551,0,1,0,0,0,0,0,Chaperone,HSP10,1187,968,1300,806,97.7434035383319,73.7346074380165,50.1902592307692,1989.2882133995,989.912822240944,1014.26683367769,1011.92471076923,986.246677419355
14,0.844489563567362,0.811152594099695,0.790195887445887,0.927901846452867,1,1,0,1,0,0,0,Chaperone,APJ1,527,983,924,1029,93.0137210626186,67.4172594099695,45.4986439393939,2010.02069387755,12.7700132827324,12.1313316378433,14.8092012987013,15.6897482993197
15,0.984846153846154,0.977442307692308,0.963420062695925,0.996924479166667,1,0,0,1,0,0,0,Chaperone,CAJ1,546,676,638,768,99.1917600732601,70.4492307692308,44.1359984326019,2008.67581640625,130.332902930403,131.739849112426,127.936355799373,132.987596354167
16,0.824124843945069,0.76751384083045,0.766874208144796,0.907009845288326,0,0,0,1,0,0,0,RNA-related,CWC23,801,578,1105,1422,94.5537315855181,69.5749844290658,44.5468877828054,1985.46346272855,20.039127340824,17.6465709342561,17.7964488687783,20.4998987341772
17,0.980576301615799,0.978690690690691,0.960939285714286,0.986081818181818,1,0,1,0,0,0,1,Peroxisom-related,DJP1,557,666,840,770,92.1929622980251,67.0735630630631,42.0696380952381,1910.29997532468,140.441601436266,136.992087087087,138.34275,138.347158441558
18,0.872810165975104,0.87643063583815,0.867175799086758,0.924218390804598,0,0,1,0,0,0,0,Folding-related,ERJ5,964,692,876,957,98.0254450207469,69.7911661849711,45.288446347032,2025.8358045977,27.1291566390042,24.1015072254335,25.9311118721461,28.8328108672936
19,0.937432491767289,0.931773694390716,0.924263370332997,0.959045186640471,0,0,1,0,0,0,0,Chaperone,HLJ1,911,1034,991,1018,99.3003984632272,68.8667369439072,47.86551160444,1993.18044204322,30.5193183315038,30.0750338491296,31.5230252270434,30.6962308447937
20,0.803336470588235,0.783678068410463,0.877964691046658,0.900340218712029,0,1,0,0,0,0,0,Chaperone,JAC1,850,994,793,823,104.028741176471,71.8655261569417,47.9364098360656,2044.44642770352,19.0121552941176,18.6914265593561,19.3429003783102,18.3925965978129
21,0.927434362934363,0.933578564940963,0.913181818181818,0.96140885684861,0,0,1,0,0,0,0,Chaperone,JEM1,1036,1101,990,971,92.0936428571429,71.3808419618529,45.2686646464647,1989.2003130793,36.5575994208494,38.9094504995459,38.0305474747475,40.1869371781668
22,0.84661695191524,0.832016169154229,0.891510502283105,0.918147358665431,0,1,0,0,0,0,0,Chaperone,JID1,1227,1608,1095,1079,96.9813683781581,67.8395777363184,46.7602538812785,2010.74784430028,10.2076316218419,12.1631815920398,12.9134730593607,11.7816802594995
23,0.946698287220026,0.921550860719875,0.913653526970954,0.949235474006116,1,1,0,0,0,0,0,Chaperone,JJJ1,759,639,964,654,94.588976284585,69.9106478873239,44.6054626556017,2004.62284556575,16.7920184453228,15.8682159624413,17.4565508298755,20.7064541284404
