"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",0.728,0.133627387089397,0.46179792746114,0.353387096774194,1,0,0,1,0,0,0,"Chaperone","HSP104",1,481,193,31,24.037,677.235172557173,179.41074611399,65.5044193548387,85.194,710.320717255717,672.795388601036,594.001193548387
"2",NA,-0.0115612295154185,0.0269071428571429,0.508833333333333,0,1,0,0,0,0,0,"Chaperone","HSP78",NA,227,140,18,NA,658.696114537445,171.746992857143,64.1047222222222,NA,207.183964757709,199.922764285714,244.556888888889
"3",NA,-0.0205413793103448,0.00603947368421053,0.540825,0,1,0,0,0,0,0,"Chaperone","MCX1",NA,290,152,40,NA,716.939565517241,168.577368421053,55.730975,NA,38.0215068965517,40.5398552631579,43.19995
"4",NA,0.0782017176767677,0.4879375,0.251061728395062,0,0,0,1,0,0,0,"DNA-related","RVB1",NA,396,144,81,NA,697.384732323232,166.559243055556,52.1560617283951,NA,273.744090909091,266.340625,222.702790123457
"5",NA,0.064007826381323,0.497777227722772,0.19230612244898,0,0,0,1,0,0,0,"DNA-related","RVB2",NA,257,202,49,NA,729.959451361868,164.264866336634,65.6132857142857,NA,212.533575875486,201.018306930693,196.362204081633
"6",0.245,0.126072989684814,0.0431033210332103,0.0469452054794521,0,0,1,0,0,0,0,"Chaperone","CNE1",1,349,271,73,372.046,706.902667621776,173.656959409594,54.6896164383562,4.447,13.274435530086,15.1908228782288,16.4994383561644
"7",NA,0.0986721113043478,-0.0208654163265306,0.0187857142857143,0,0,0,0,0,1,0,"Chaperone","TCP1",NA,345,98,42,NA,648.159634782609,182.998132653061,59.8100476190476,NA,278.217544927536,288.850448979592,265.253904761905
"8",-0.384,0.111984210526316,-0.0698140703517588,0.109238095238095,1,0,0,0,0,0,0,"Chaperone","CCT2",1,190,199,21,2497.825,723.830584210526,176.182487437186,74.4272857142857,22.76,8.73296842105263,12.2400502512563,40.1644285714286
"9",NA,-0.00580833264367816,-0.0481428571428571,0.1016,1,0,0,0,0,0,0,"Chaperone","CCT3",NA,435,168,30,NA,726.847367816092,185.000053571429,79.1946,NA,58.3698712643678,65.5063988095238,83.0658333333333
"10",0.553,0.095940920754717,-0.113701492537313,-0.0213870967741935,1,0,0,0,0,0,0,"Chaperone","CCT4",1,159,67,31,113.119,531.647182389937,138.58623880597,53.4220322580645,62.323,164.177691823899,174.505656716418,154.324129032258
"11",0.795,0.100804713309353,-0.100881355932203,-0.0270833333333333,1,0,0,0,0,0,0,"Chaperone","CCT5",1,278,118,36,451.389,721.714392086331,198.003228813559,57.5704166666667,98.496,245.861190647482,257.763898305085,213.651666666667
"12",0.555,0.140394321686187,-0.101754716981132,-0.00477272727272727,1,0,0,0,0,0,0,"Chaperone","CCT6",2,514,106,22,431.0835,676.402857976654,193.142566037736,74.9598636363636,79.284,9.86413813229572,14.0942264150943,24.3004545454545
"13",NA,-0.00650793650793651,0.0688444444444444,0.682411290322581,0,1,0,0,0,0,0,"Chaperone","HSP10",NA,252,135,248,NA,687.602944444444,182.831385185185,66.6784314516129,NA,1052.94741269841,941.280940740741,1123.48747580645
"14",NA,0.131556879391892,0.478805970149254,0.298118444444444,1,1,0,1,0,0,0,"Chaperone","APJ1",NA,296,134,36,NA,706.90764527027,176.277470149254,56.5429444444444,NA,14.4657027027027,19.675328358209,19.7466666666667
"15",0.563,0.147215860092807,0.349469798657718,0.100631578947368,1,0,0,1,0,0,0,"Chaperone","CAJ1",1,431,149,38,151.612,691.678584686775,180.088308724832,52.8964210526316,28.064,136.331122969838,131.471785234899,118.281421052632
"16",0.804,0.0893566956852792,0.468933333333333,0.132528301886792,0,0,0,1,0,0,0,"RNA-related","CWC23",1,394,165,53,12.946,676.252030456853,173.076509090909,50.2456226415094,6.643,20.6741116751269,19.2956363636364,13.1028301886792
"17",NA,0.146547014,0.188108333333333,0.27872,1,0,1,0,0,0,1,"Peroxisom-related","DJP1",NA,350,240,50,NA,698.645785714286,164.610016666667,56.10294,NA,162.98204,145.240791666667,139.2352
"18",0.288,0.106235607185629,0.0925734265734266,0.1280625,0,0,1,0,0,0,0,"Folding-related","ERJ5",1,501,143,32,3571.817,692.150203592814,171.95413986014,51.56128125,68.301,31.9628183632735,25.0616573426573,22.6224375
"19",0.385,0.125541218637993,0.29168023255814,0.210148148148148,0,0,1,0,0,0,0,"Chaperone","HLJ1",1,279,172,27,1692.501,680.930541218638,180.807081395349,68.573,97.03,30.653146953405,41.463226744186,57.9193703703704
