,wt,fiber,half,1pok-fiber2,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n1pok-fiber2,ywt,yfiber,yhalf,y1pok-fiber2,rwt,rfiber,rhalf,r1pok-fiber2
1,0.001941717791411,0.006708474576271,0.011157894736842,0.216229982964225,1,0,0,1,0,0,0,Chaperone,HSP104,326,295,361,587,425.450306748466,96.411006779661,46.4517340720222,459.087144804089,815.10568404908,966.186461016949,861.929421052632,866.64696592845
2,0,0.002496350364964,0.102545023696682,-0.05839314516129,0,1,0,0,0,0,0,Chaperone,HSP78,331,411,422,496,451.409290030211,86.065097323601,47.6970450236967,447.060235887097,272.733039274924,270.012180048662,263.606886255924,229.72283266129
3,0,0.003957207207207,0.077407149176955,-0.045527272727273,0,1,0,0,0,0,0,Chaperone,MCX1,458,444,486,440,441.839744541485,83.4352004504505,46.1085534979424,440.071597727273,40.326692139738,43.6683265765766,40.709049382716,39.7579636363636
4,0,0.002275985663082,-0.005743264659271,0.113311869399707,0,0,0,1,0,0,0,DNA-related,RVB1,609,558,631,683,443.007972085386,90.9035286738351,43.8549144215531,565.95943045388,272.55724137931,267.849987455197,268.462095087163,262.459654465593
5,0,0.000625899280576,-0.001230312035661,0.156343866758148,0,0,0,1,0,0,0,DNA-related,RVB2,514,556,673,583,431.175461089494,90.0705899280576,45.3943343239227,501.740910806175,213.224562256809,228.282856115108,218.609833580981,213.551903945111
6,0,0.002468309859155,-0.000408056042032,-0.022506702777778,0,0,1,0,0,0,0,Chaperone,CNE1,285,568,571,720,428.614498245614,82.8148274647887,44.9970560420315,557.961129166667,17.6346350877193,15.5543309859155,15.5410315236427,14.9165152777778
7,0.000255605381166,0.002287918039216,0.00189400921659,0.12520770237691,0,0,0,0,0,1,0,Chaperone,TCP1,446,510,434,589,436.501322869955,85.1468078431373,46.457900921659,449.084227504244,293.561273542601,295.006266666667,278.154868663594,267.176064516129
8,0,0.000538095238095,0.005650831643002,0.003596902626263,1,0,0,0,0,0,0,Chaperone,CCT2,390,420,493,495,448.708025641026,97.5423761904762,46.9579310344828,487.702147474747,8.33062820512821,15.407269047619,13.0156531440162,10.4916404040404
9,-0.000591836734694,0.005198515769944,-0.022142051860203,-0.016963741743119,1,0,0,0,0,0,0,Chaperone,CCT3,490,539,887,654,475.924769387755,96.4463840445269,45.6400890642616,461.078365443425,68.6841469387755,63.4078849721707,65.2600665163472,64.1616177370031
10,0,0.004742647058824,0.028933333333333,0.151083333333333,1,0,0,0,0,0,0,Chaperone,CCT4,160,136,135,144,281.04231875,77.8726617647059,43.8049037037037,309.335125,174.44465,184.649823529412,150.938918518519,161.089402777778
