,wt,fiber,half,3n75 wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n3n75 wt,ywt,yfiber,yhalf,y3n75 wt,rwt,rfiber,rhalf,r3n75 wt
1,0,0.055419642857143,NA,0.010520771513353,1,0,0,1,0,0,0,Chaperone,HSP104,737,336,NA,674,454.849489823609,79.352494047619,NA,2371.63722403561,572.656261872456,601.369696428571,NA,600.232747774481
2,0.001262458471761,0.026707332243685,0.444434135614035,0.002482084690554,0,1,0,0,0,0,0,Chaperone,HSP78,602,673,570,614,511.463141196013,73.8358543833581,30.5630473684211,2350.91228013029,189.650272425249,189.051028231798,192.923733333333,190.373258957655
3,0.003928251121076,0.029760950340909,0.440063973063973,-0.000235632183908,0,1,0,0,0,0,0,Chaperone,MCX1,446,880,891,1044,491.418147982063,75.774475,30.7051919191919,2339.22857183908,39.0798677130045,39.3930715909091,38.8393512906846,42.0158438697318
4,0.002,0.043689400907441,0.004470999069767,0.007331468531469,0,0,0,1,0,0,0,DNA-related,RVB1,737,551,860,715,501.834563093623,75.9729274047187,29.2886174418605,2275.89331328671,247.190640434193,249.920482758621,247.125981395349,246.916620979021
5,-0.000358695652174,0.033842206511057,0.008242767277992,0.010174174174174,0,0,0,1,0,0,0,DNA-related,RVB2,644,814,518,999,486.169315217391,74.2988390663391,28.2464420849421,2338.8097037037,188.501610248447,191.403867321867,190.338409266409,198.009588588589
6,0.000576011157601,0.023395721925134,-0.018785728554779,-8.91812865497076E-05,0,0,1,0,0,0,0,Chaperone,CNE1,717,748,858,684,492.04659553696,73.8988930481283,30.0625104895105,2390.63836549708,13.7490669456067,12.4664639037433,14.375358974359,17.4093581871345
7,0,0.002216049382716,0.031866973198198,0.002403797468354,0,0,0,0,0,1,0,Chaperone,TCP1,534,810,888,790,487.789024344569,74.4167518518519,31.1808051801802,2324.34843544304,244.380724719101,255.682969135802,240.045272522523,243.258105063291
8,0,0.036984316345062,0.015745161147059,3.34645669291339E-05,1,0,0,0,0,0,0,Chaperone,CCT2,781,881,680,508,504.845588988476,75.8102485811578,29.8491455882353,2421.81283267717,9.49482842509603,13.4879886492622,11.0856147058824,13.7241318897638
9,0.000702426564496,0.008271027937337,-0.161511848341232,0.0003875,1,0,0,0,0,0,0,Chaperone,CCT3,783,766,844,480,497.310154533844,69.1561736292428,28.519481042654,2308.01313125,61.0005925925926,55.0613798955614,55.4296883886256,57.36289375
10,0.003370967741935,0.000638766519824,0.04774778761062,0.005625641025641,1,0,0,0,0,0,0,Chaperone,CCT4,186,227,226,195,333.748456989247,61.2367665198238,36.842889380531,1599.28970769231,133.112580645161,150.987281938326,153.534190265487,143.441630769231
11,0.001477157360406,0.007385257301808,0.093780994061303,0.001444444444444,1,0,0,0,0,0,0,Chaperone,CCT5,591,719,522,414,475.324685279188,69.762966620306,27.7730957854406,2262.62947101449,210.882874788494,221.217966620306,210.307651340996,212.54084057971
12,0.000909985935302,0.004262420382166,0.023213235294118,0,1,0,0,0,0,0,0,Chaperone,CCT6,711,785,544,425,499.570729957806,76.289203821656,29.7929632352941,2386.27766352941,9.45494092827004,10.0516840764331,9.46389522058823,12.2695341176471
13,0,0.181513784461153,0.53545269286754,-0.001614919354839,0,1,0,0,0,0,0,Chaperone,HSP10,649,399,687,496,512.864693374422,78.0946240601504,33.0789170305677,2388.99182056452,919.907426810478,990.917055137845,944.345381368268,1064.20072782258
14,0.000447105788423,0.055316302013423,-0.013646650268529,-0.000255054432348,1,1,0,1,0,0,0,Chaperone,APJ1,501,745,931,643,481.918471057884,73.8684161073825,30.5508442534909,2335.39401866252,19.7319381237525,18.1697959731544,17.5089559613319,19.3745194401244
15,0.000440979955457,0.017013333333333,-0.047726861833648,3.08555399719494E-05,1,0,0,1,0,0,0,Chaperone,CAJ1,449,675,529,713,487.321071269488,75.0763259259259,29.9568960302457,2326.77513043478,129.539830734967,133.018891851852,128.425706994329,133.385868162693
16,0.000752727272727,0.034025487256372,-0.021412509808696,-0.001100831600832,0,0,0,1,0,0,0,RNA-related,CWC23,550,667,1150,962,493.241898181818,75.8525247376312,29.0384252173913,2396.07975051975,21.1908145454545,21.4302938530735,21.6258234782609,23.3945717255717
17,0.002447949526814,0.082845730027548,0.073152586157941,0.007356580427447,1,0,1,0,0,0,1,Peroxisom-related,DJP1,634,726,1127,889,474.265777602524,75.0947878787879,31.9838127772848,2344.65699212598,149.362305993691,149.91008815427,153.096059449867,155.999337457818
18,0,0.043817549175412,-0.034148668026316,0.000980900409277,0,0,1,0,0,0,0,Folding-related,ERJ5,562,667,608,733,490.94237366548,73.0562938530735,29.2422088815789,2404.52013096862,30.4420658362989,31.4980014992504,28.8392286184211,29.6810450204638
19,0,0.077859399684044,-0.00419557886873,0.000187150837989,0,0,1,0,0,0,0,Chaperone,HLJ1,691,633,937,716,485.75681186686,73.932317535545,31.8916584845251,2294.85668994413,35.0453820549928,31.5595655608215,30.6853116328709,33.3886480446927
20,0,0.021606196462585,0.410824390243902,0.000766071428571,0,1,0,0,0,0,0,Chaperone,JAC1,671,735,615,560,511.116822652757,76.3937088435374,29.2342422764228,2411.22855535714,20.8132101341282,21.6341278911565,20.7577739837398,23.0711892857143
21,0,0.023105691056911,0.00208738156746,0.000831967213115,0,0,1,0,0,0,0,Chaperone,JEM1,607,492,1008,732,503.499406919275,74.0101504065041,30.3532470238095,2375.69868442623,41.131373970346,39.2218231707317,44.0733025793651,45.6675942622951
22,0.000719644619941,0.032973709937888,0.326354572124352,0.000535917901938,0,1,0,0,0,0,0,Chaperone,JID1,1013,966,965,877,487.946894373149,75.7036345755694,28.4224766839378,2359.24702622577,15.0129921026654,14.7025672877847,12.8198435233161,17.9871356898518
23,0.000445850914205,0.004274418604651,0.022545194353147,0,1,1,0,0,0,0,0,Chaperone,JJJ1,711,645,572,643,490.510898734177,75.0649705426357,30.1892395104895,2386.83960808709,21.9921448663854,20.1302356589147,21.7003409090909,23.8574758942457
24,0.001059390048154,0.074264234926471,0.003556605159817,0,1,0,0,1,0,0,0,Chaperone,JJJ2,623,816,657,329,498.883566613162,78.4158468137255,29.72400152207,2467.48645896657,13.8914462279294,12.6617022058824,12.0551796042618,15.1620759878419
25,0.0012,0.0271125,0.034703786191537,0.003579646017699,1,0,0,1,0,0,0,Chaperone,JJJ3,940,640,449,678,505.584312765957,79.9030390625,31.107574610245,2378.45032743363,42.5438085106383,45.0340140625,41.7107126948775,44.8679601769911
26,0,0.032097014925373,0.469427495912263,-2.80777537796978E-05,0,1,0,0,0,0,0,Chaperone,MDJ1,515,536,1003,463,484.875159223301,73.6080634328358,31.0684556331007,2289.28577321814,191.400741747573,199.772619402985,183.528872382851,174.768062634989
27,0,0.040517628205128,0.256398452611219,0.00078328611898,0,1,0,0,0,0,0,Chaperone,MDJ2,434,624,517,706,494.244523041475,71.5534102564103,28.0346866537718,2280.39740368272,14.135465437788,14.8563958333333,14.2303829787234,17.4311303116147
28,0.000841294298921,0.031019522776573,-0.04823896454892,0.005970542635659,0,0,1,0,0,0,0,Chaperone,SCJ1,649,461,787,645,491.035309707242,77.685147505423,29.0159021601017,2269.7529627907,147.620389830508,138.41414967462,133.168029224905,132.734017054264
29,0,0.003376811594203,-0.026141935483871,0.015780487804878,0,1,1,0,0,0,0,Chaperone,SEC63,108,69,155,82,485.836046296296,60.4705652173913,25.3841741935484,2248.2217195122,116.398046296296,119.210347826087,105.155019354839,108.244158536585
30,0,0.109424828435374,0.012638868154762,0.001945773524721,1,0,0,1,0,0,0,Chaperone,SIS1,646,735,672,627,487.315808049536,80.3693074829932,31.657193452381,2357.32134290271,591.878574303406,631.915917006803,572.743875,613.958622009569
31,0.001718052738337,2.77660695468908E-06,0.048415761173305,0.000259485924113,1,0,0,0,0,0,0,,SWA2,493,949,929,817,508.036109533469,73.9734109589041,30.6053606027987,2336.24050305998,43.6789898580122,47.060708113804,45.2811141011841,58.1202129742962
32,0.004715328467153,0.165372881355932,0.460779487179487,0.002337448559671,0,1,0,0,0,0,0,,TIM14,137,236,195,243,437.086379562044,73.9443728813559,44.4814769230769,1975.67375720165,170.596883211679,185.747622881356,200.641066666667,213.427349794239
33,0.002615074024226,0.034442647058824,0.389289459133965,0.000319424460432,0,1,0,1,0,0,0,Chaperone,XDJ1,743,680,739,695,500.284849259758,75.8408676470588,28.534100135318,2365.28816546763,31.4852166890983,29.5020279411765,28.6585683355886,33.9239654676259
34,0.001050196850394,0.041338992092555,0.056236601930894,0,1,0,0,0,0,0,0,Chaperone,YDJ1,1016,994,984,1079,509.580557086614,80.8601086519115,33.1696158536585,2422.76182761817,1223.29075885827,1273.83509959759,1179.12758841463,1236.77944949027
35,0.000221751412429,-0.030012282497441,0.052578833175356,0,1,1,0,1,0,0,0,Chaperone,ZUO1,708,977,844,598,500.468536723164,77.9982098259979,32.9112665876777,2386.321590301,700.449604519774,721.461618219038,708.315458530806,706.587804347826
36,0,0.036992202750491,0.0071402875,0.000497683039852,0,1,0,0,0,0,0,Chaperone,HSP60,806,1527,696,1079,535.668728287841,84.5921611001965,29.2381264367816,2635.90211677479,9.19492928039702,7.01847806155861,8.87632183908046,10.4183707136237
37,0.003292508917955,0.008838709677419,-0.036484440605296,0.000743939393939,0,0,1,0,0,0,0,Chaperone,KAR2,841,558,793,660,507.064437574316,81.4246971326165,35.7390025220681,2400.96825454545,1431.45682758621,1437.56694265233,1249.77421815889,1313.13448030303
